ID,Age,Gender,Country,Coffee_Intake,Caffeine_mg,Sleep_Hours,Sleep_Quality,Sleep_Quality_num,BMI,Stress_Level,Physical_Activity_Hours,Stress_Level_num,Occupation,Smoking,Alcohol_Consumption,Age_Group,Categoria_BMI
227,35,Male,India,3.9,372.2,7.2,Good,3,21.1,Low,1.5,1,Service,0,1,Joven,Peso saludable
228,22,Male,Norway,0.6,61.0,8.4,Excellent,4,26.6,Low,5.1,1,Student,1,0,Joven,Sobrepeso
229,26,Female,Netherlands,0.0,0.0,9.4,Excellent,4,26.4,Low,5.9,1,Student,0,1,Joven,Sobrepeso
230,43,Female,Japan,0.5,46.7,7.1,Good,3,22.7,Low,14.7,1,Service,0,0,Adulto,Peso saludable
231,26,Female,Mexico,3.1,297.0,6.9,Good,3,18.9,Low,6.8,1,Other,0,1,Joven,Peso saludable
232,37,Male,Germany,0.7,66.9,7.5,Good,3,28.3,Low,14.5,1,Office,0,0,Adulto,Sobrepeso
233,35,Female,Spain,1.4,135.9,6.3,Good,3,18.6,Low,11.0,1,Other,1,0,Joven,Peso saludable
234,27,Male,Australia,3.2,302.2,7.4,Good,3,18.0,Low,3.8,1,Healthcare,0,0,Joven,Bajo peso
235,60,Male,UK,3.7,352.1,5.8,Fair,2,24.2,Medium,10.5,2,Service,1,0,Mayor,Peso saludable
236,42,Female,Netherlands,4.0,384.7,7.8,Good,3,18.5,Low,6.0,1,Service,0,1,Adulto,Peso saludable
237,18,Female,Netherlands,3.3,316.4,5.4,Fair,2,25.5,Medium,8.7,2,Student,0,1,Joven,Sobrepeso
238,37,Female,Netherlands,0.8,77.1,8.0,Excellent,4,30.0,Low,7.8,1,Healthcare,0,1,Adulto,Obesidad
239,27,Female,Brazil,4.9,466.4,7.4,Good,3,28.2,Low,14.0,1,Office,0,0,Joven,Sobrepeso
240,45,Female,Sweden,1.1,103.1,5.0,Fair,2,30.8,Medium,1.9,2,Office,0,0,Adulto,Obesidad
241,25,Female,Norway,1.5,146.8,7.2,Good,3,27.2,Low,6.7,1,Student,0,1,Joven,Sobrepeso
242,33,Female,USA,2.5,236.7,8.6,Excellent,4,22.8,Low,1.2,1,Office,0,0,Joven,Peso saludable
243,41,Female,Japan,2.9,277.2,6.9,Good,3,18.7,Low,3.8,1,Service,0,0,Adulto,Peso saludable
244,45,Female,Mexico,4.7,442.5,6.5,Good,3,19.4,Low,1.2,1,Office,0,1,Adulto,Peso saludable
245,20,Other,China,1.6,147.3,6.3,Good,3,26.8,Low,14.1,1,Office,0,0,Joven,Sobrepeso
246,30,Male,Belgium,3.1,291.7,7.2,Good,3,27.0,Low,4.7,1,Other,1,0,Joven,Sobrepeso
247,29,Female,Brazil,1.6,148.1,6.4,Good,3,21.2,Low,11.7,1,Office,0,0,Joven,Peso saludable
248,27,Female,Canada,4.9,466.6,6.9,Good,3,23.2,Low,11.2,1,Other,0,0,Joven,Peso saludable
249,56,Male,Germany,3.1,298.4,7.5,Good,3,26.7,Low,2.1,1,Healthcare,1,0,Mayor,Sobrepeso
250,39,Female,South Korea,4.4,421.2,6.8,Good,3,22.2,Low,2.1,1,Other,0,1,Adulto,Peso saludable
251,19,Male,Switzerland,0.8,73.2,8.3,Excellent,4,31.2,Low,5.7,1,Healthcare,0,0,Joven,Obesidad
252,46,Female,Australia,1.7,157.5,7.3,Good,3,25.2,Low,8.5,1,Student,0,1,Adulto,Sobrepeso
253,60,Female,Spain,2.9,272.9,6.2,Good,3,27.0,Low,6.4,1,Service,0,0,Mayor,Sobrepeso
254,47,Male,Mexico,4.5,423.5,4.3,Poor,1,23.7,High,11.5,3,Student,0,1,Adulto,Peso saludable
255,18,Male,Finland,4.0,378.9,5.9,Fair,2,25.7,Medium,8.0,2,Student,0,0,Joven,Sobrepeso
256,29,Female,China,4.8,451.3,6.2,Good,3,18.0,Low,13.2,1,Student,0,1,Joven,Bajo peso
257,50,Male,Finland,4.5,428.6,7.1,Good,3,23.9,Low,8.9,1,Healthcare,0,0,Adulto,Peso saludable
258,26,Male,Belgium,3.7,348.5,4.3,Poor,1,20.9,High,8.9,3,Office,0,0,Joven,Peso saludable
259,40,Male,Brazil,2.7,259.4,4.5,Poor,1,34.0,High,9.9,3,Other,0,0,Adulto,Obesidad
260,44,Female,UK,0.8,78.6,4.7,Poor,1,24.7,High,9.0,3,Student,0,0,Adulto,Peso saludable
261,23,Female,Mexico,0.0,0.0,7.0,Good,3,23.3,Low,9.2,1,Student,0,0,Joven,Peso saludable
262,34,Female,Brazil,2.7,255.2,5.1,Fair,2,25.6,Medium,6.7,2,Office,0,0,Joven,Sobrepeso
263,18,Male,Australia,3.7,351.9,7.1,Good,3,25.3,Low,1.4,1,Student,0,0,Joven,Sobrepeso
264,22,Female,Sweden,0.0,0.0,6.6,Good,3,24.0,Low,5.5,1,Healthcare,0,1,Joven,Peso saludable
265,31,Female,UK,0.7,70.2,5.1,Fair,2,26.7,Medium,11.5,2,Healthcare,0,1,Joven,Sobrepeso
266,20,Male,France,1.0,92.6,8.2,Excellent,4,26.3,Low,0.6,1,Office,0,0,Joven,Sobrepeso
267,54,Female,Australia,2.2,210.8,6.7,Good,3,24.3,Low,10.4,1,Healthcare,0,0,Adulto,Peso saludable
268,18,Female,Switzerland,2.7,252.2,8.0,Good,3,30.1,Low,14.7,1,Student,0,0,Joven,Obesidad
269,29,Female,India,4.1,391.6,6.5,Good,3,17.6,Low,6.5,1,Student,0,0,Joven,Bajo peso
270,36,Male,Brazil,0.5,50.0,8.9,Excellent,4,22.3,Low,3.2,1,Service,0,0,Adulto,Peso saludable
271,52,Male,Italy,3.0,286.6,7.4,Good,3,22.4,Low,0.3,1,Service,1,0,Adulto,Peso saludable
272,18,Male,Switzerland,0.4,39.8,5.4,Fair,2,23.9,Medium,12.8,2,Office,0,0,Joven,Peso saludable
273,48,Male,USA,3.8,356.6,5.9,Fair,2,22.9,Medium,2.2,2,Student,0,1,Adulto,Peso saludable
274,35,Female,France,1.8,168.9,6.0,Good,3,21.8,Low,0.6,1,Student,0,1,Joven,Peso saludable
275,23,Male,Belgium,0.7,64.8,4.3,Poor,1,29.0,High,7.3,3,Other,0,1,Joven,Sobrepeso
276,40,Female,USA,1.5,141.7,7.9,Good,3,20.0,Low,5.7,1,Healthcare,1,0,Adulto,Peso saludable
277,37,Male,USA,0.8,78.6,7.5,Good,3,25.9,Low,14.4,1,Office,0,0,Adulto,Sobrepeso
278,27,Male,France,2.6,250.6,8.4,Excellent,4,21.9,Low,6.9,1,Office,1,0,Joven,Peso saludable
279,35,Female,Spain,3.4,326.4,4.6,Poor,1,25.5,High,12.5,3,Healthcare,0,0,Joven,Sobrepeso
280,30,Male,Canada,4.0,384.4,5.1,Fair,2,29.3,Medium,14.0,2,Other,0,1,Joven,Sobrepeso
281,36,Female,South Korea,1.7,163.6,5.7,Fair,2,15.0,Medium,2.8,2,Service,1,0,Adulto,Bajo peso
282,42,Male,Netherlands,4.6,435.3,8.2,Excellent,4,20.7,Low,5.2,1,Other,0,0,Adulto,Peso saludable
283,54,Male,South Korea,2.5,234.0,8.4,Excellent,4,20.7,Low,13.8,1,Service,0,0,Adulto,Peso saludable
284,20,Female,India,4.4,417.8,4.9,Poor,1,23.4,High,8.3,3,Service,0,1,Joven,Peso saludable
285,60,Female,Australia,2.3,215.1,7.2,Good,3,27.7,Low,4.8,1,Other,0,1,Mayor,Sobrepeso
286,18,Male,Netherlands,2.2,204.6,7.5,Good,3,31.4,Low,7.8,1,Office,1,0,Joven,Obesidad
287,33,Male,Brazil,3.4,319.9,6.4,Good,3,27.6,Low,11.0,1,Student,0,0,Joven,Sobrepeso
288,42,Female,Belgium,3.0,281.4,9.0,Excellent,4,23.4,Low,9.3,1,Office,0,1,Adulto,Peso saludable
289,38,Female,Japan,1.7,158.5,3.9,Poor,1,21.9,High,14.0,3,Student,0,1,Adulto,Peso saludable
290,27,Female,Sweden,4.2,402.1,4.1,Poor,1,30.1,High,14.4,3,Office,0,0,Joven,Obesidad
291,32,Male,Finland,1.1,101.2,7.1,Good,3,18.0,Low,10.7,1,Other,0,1,Joven,Bajo peso
292,29,Other,Canada,3.4,319.9,5.1,Fair,2,25.6,Medium,10.0,2,Other,1,0,Joven,Sobrepeso
293,27,Male,Canada,3.3,313.7,7.7,Good,3,28.8,Low,0.2,1,Other,0,1,Joven,Sobrepeso
294,45,Male,Norway,4.1,389.2,4.6,Poor,1,22.8,High,11.8,3,Student,0,0,Adulto,Peso saludable
295,39,Female,South Korea,4.1,392.0,7.2,Good,3,25.3,Low,7.5,1,Office,0,1,Adulto,Sobrepeso
296,26,Male,Australia,2.2,211.6,6.7,Good,3,18.6,Low,13.1,1,Service,1,0,Joven,Peso saludable
297,45,Male,Italy,2.5,242.2,8.9,Excellent,4,26.0,Low,14.0,1,Office,0,1,Adulto,Sobrepeso
298,38,Male,Canada,2.4,232.6,5.7,Fair,2,24.3,Medium,5.5,2,Office,0,0,Adulto,Peso saludable
299,44,Male,Japan,5.1,486.2,8.2,Excellent,4,26.2,Low,13.6,1,Healthcare,0,0,Adulto,Sobrepeso
300,42,Female,Canada,3.5,330.3,7.5,Good,3,22.2,Low,9.9,1,Office,0,0,Adulto,Peso saludable
301,25,Female,Belgium,4.1,386.2,5.3,Fair,2,19.6,Medium,6.4,2,Service,1,0,Joven,Peso saludable
302,28,Male,Australia,2.1,201.7,5.6,Fair,2,28.4,Medium,0.8,2,Office,0,0,Joven,Sobrepeso
303,43,Female,Germany,0.8,76.9,8.3,Excellent,4,28.5,Low,11.1,1,Healthcare,0,0,Adulto,Sobrepeso
304,42,Female,Sweden,1.1,104.2,7.1,Good,3,26.3,Low,13.4,1,Healthcare,0,0,Adulto,Sobrepeso
305,34,Female,Japan,4.0,381.8,6.3,Good,3,25.6,Low,8.7,1,Service,1,1,Joven,Sobrepeso
306,36,Male,India,1.4,133.2,9.0,Excellent,4,15.0,Low,6.0,1,Office,1,1,Adulto,Bajo peso
307,50,Other,Netherlands,7.3,692.8,6.9,Good,3,28.8,Low,6.8,1,Other,0,0,Adulto,Sobrepeso
308,27,Female,India,1.9,179.7,5.8,Fair,2,25.9,Medium,10.6,2,Other,0,0,Joven,Sobrepeso
309,41,Male,Sweden,3.0,287.5,5.9,Fair,2,29.1,Medium,3.0,2,Healthcare,0,0,Adulto,Sobrepeso
310,32,Male,Netherlands,3.0,287.3,7.1,Good,3,19.3,Low,3.1,1,Service,0,0,Joven,Peso saludable
311,32,Male,UK,2.8,263.1,6.9,Good,3,26.6,Low,5.2,1,Other,0,0,Joven,Sobrepeso
312,48,Female,Germany,0.7,63.7,7.8,Good,3,26.4,Low,0.4,1,Healthcare,0,0,Adulto,Sobrepeso
313,44,Male,France,2.9,272.8,7.6,Good,3,15.0,Low,10.0,1,Healthcare,0,1,Adulto,Bajo peso
314,44,Female,Belgium,2.9,271.6,8.5,Excellent,4,23.6,Low,6.7,1,Office,0,1,Adulto,Peso saludable
315,50,Male,Germany,2.1,194.8,6.2,Good,3,24.0,Low,13.4,1,Service,0,0,Adulto,Peso saludable
316,35,Female,India,5.3,501.3,9.1,Excellent,4,20.1,Low,9.7,1,Other,0,1,Joven,Peso saludable
317,43,Male,Brazil,0.0,0.7,8.1,Excellent,4,25.9,Low,10.6,1,Office,0,0,Adulto,Sobrepeso
318,31,Female,India,0.2,22.1,7.3,Good,3,24.9,Low,10.1,1,Student,0,1,Joven,Peso saludable
319,38,Female,Australia,3.6,344.9,6.3,Good,3,21.4,Low,6.3,1,Service,0,0,Adulto,Peso saludable
320,33,Male,South Korea,2.4,225.1,7.1,Good,3,21.9,Low,14.0,1,Healthcare,1,1,Joven,Peso saludable
321,36,Male,Sweden,1.2,112.1,4.7,Poor,1,17.3,High,13.7,3,Office,0,0,Adulto,Bajo peso
322,42,Male,UK,2.8,265.3,6.5,Good,3,25.8,Low,7.2,1,Other,0,1,Adulto,Sobrepeso
323,25,Female,China,3.9,374.2,8.0,Excellent,4,25.3,Low,11.7,1,Healthcare,0,0,Joven,Sobrepeso
324,60,Female,China,0.1,5.1,6.5,Good,3,23.5,Low,14.8,1,Healthcare,0,0,Mayor,Peso saludable
325,22,Male,Brazil,3.6,340.5,4.2,Poor,1,22.9,High,5.0,3,Other,0,1,Joven,Peso saludable
326,20,Male,Norway,3.0,284.6,5.0,Poor,1,27.0,High,9.4,3,Student,0,1,Joven,Sobrepeso
327,48,Male,UK,2.2,204.8,6.3,Good,3,24.6,Low,8.5,1,Service,0,0,Adulto,Peso saludable
328,44,Female,Finland,2.9,272.5,7.0,Good,3,27.3,Low,8.1,1,Service,0,0,Adulto,Sobrepeso
329,42,Female,USA,2.9,274.9,5.6,Fair,2,24.8,Medium,14.0,2,Healthcare,0,0,Adulto,Peso saludable
330,42,Female,Finland,3.3,315.9,4.9,Poor,1,27.7,High,1.9,3,Office,0,0,Adulto,Sobrepeso
331,34,Male,Belgium,1.0,97.1,6.0,Fair,2,27.4,Medium,7.7,2,Student,0,0,Joven,Sobrepeso
332,24,Male,India,4.1,392.5,8.7,Excellent,4,27.8,Low,0.4,1,Student,0,1,Joven,Sobrepeso
333,35,Female,Norway,4.0,378.9,9.6,Excellent,4,21.6,Low,4.6,1,Healthcare,0,1,Joven,Peso saludable
334,26,Male,Norway,4.0,383.1,7.0,Good,3,26.7,Low,10.1,1,Office,0,0,Joven,Sobrepeso
335,46,Female,USA,0.0,0.0,7.3,Good,3,24.0,Low,11.7,1,Other,0,1,Adulto,Peso saludable
336,33,Male,France,4.2,400.6,7.7,Good,3,23.5,Low,12.8,1,Other,0,1,Joven,Peso saludable
337,25,Male,Netherlands,1.9,184.9,5.1,Fair,2,22.1,Medium,1.1,2,Healthcare,0,0,Joven,Peso saludable
338,31,Female,Sweden,3.3,313.1,5.8,Fair,2,25.3,Medium,2.8,2,Office,1,0,Joven,Sobrepeso
339,39,Other,Switzerland,0.0,0.0,4.5,Poor,1,16.2,High,6.0,3,Student,0,0,Adulto,Bajo peso
340,28,Female,China,1.5,140.1,7.3,Good,3,25.4,Low,5.7,1,Student,0,1,Joven,Sobrepeso
341,25,Male,Canada,3.8,357.3,6.4,Good,3,25.4,Low,3.8,1,Student,1,0,Joven,Sobrepeso
342,37,Male,Finland,3.3,312.5,5.6,Fair,2,28.3,Medium,14.1,2,Service,0,0,Adulto,Sobrepeso
343,37,Female,Switzerland,0.9,83.6,9.2,Excellent,4,24.5,Low,8.0,1,Student,0,0,Adulto,Peso saludable
344,28,Female,Switzerland,3.5,334.4,8.0,Good,3,29.5,Low,9.9,1,Other,1,1,Joven,Sobrepeso
345,29,Female,Belgium,1.3,121.2,6.8,Good,3,22.4,Low,11.2,1,Office,0,0,Joven,Peso saludable
346,37,Male,India,2.1,199.6,5.7,Fair,2,22.0,Medium,8.2,2,Student,1,0,Adulto,Peso saludable
347,18,Female,China,0.7,70.8,7.3,Good,3,30.4,Low,12.5,1,Healthcare,0,0,Joven,Obesidad
348,18,Female,Mexico,3.0,286.4,6.7,Good,3,21.7,Low,14.8,1,Healthcare,1,0,Joven,Peso saludable
349,26,Female,UK,4.1,392.4,5.8,Fair,2,15.1,Medium,5.9,2,Other,0,0,Joven,Bajo peso
350,32,Female,UK,3.8,363.6,5.3,Fair,2,30.5,Medium,9.7,2,Student,0,1,Joven,Obesidad
351,38,Male,Brazil,1.1,108.2,7.1,Good,3,30.8,Low,4.8,1,Other,0,0,Adulto,Obesidad
352,52,Female,Canada,2.4,230.9,6.9,Good,3,23.4,Low,1.0,1,Other,0,0,Adulto,Peso saludable
353,45,Female,Australia,0.1,13.4,5.7,Fair,2,23.8,Medium,0.4,2,Other,1,0,Adulto,Peso saludable
354,33,Female,Australia,4.5,431.9,4.0,Poor,1,22.0,High,3.5,3,Service,0,0,Joven,Peso saludable
355,34,Female,Netherlands,2.5,240.2,6.2,Good,3,31.5,Low,2.4,1,Student,0,1,Joven,Obesidad
356,22,Female,Brazil,3.5,330.1,4.8,Poor,1,30.2,High,10.8,3,Healthcare,0,0,Joven,Obesidad
357,34,Female,South Korea,2.8,265.9,5.6,Fair,2,21.8,Medium,7.0,2,Service,0,1,Joven,Peso saludable
358,31,Male,Netherlands,1.6,148.3,6.1,Good,3,24.6,Low,8.1,1,Other,1,0,Joven,Peso saludable
359,38,Male,Spain,1.7,158.6,7.3,Good,3,31.2,Low,1.2,1,Healthcare,0,0,Adulto,Obesidad
360,25,Male,Canada,3.2,302.4,5.8,Fair,2,32.2,Medium,0.3,2,Other,0,1,Joven,Obesidad
361,41,Male,France,5.0,470.8,6.6,Good,3,25.7,Low,6.5,1,Service,1,1,Adulto,Sobrepeso
362,53,Male,Canada,2.0,188.6,5.6,Fair,2,26.3,Medium,3.8,2,Office,0,0,Adulto,Sobrepeso
363,33,Male,Japan,4.3,404.8,6.8,Good,3,24.2,Low,9.3,1,Other,0,0,Joven,Peso saludable
364,39,Male,Norway,3.9,369.0,6.0,Good,3,22.1,Low,7.7,1,Other,0,0,Adulto,Peso saludable
365,43,Male,Italy,2.0,192.0,7.0,Good,3,26.9,Low,12.4,1,Healthcare,0,1,Adulto,Sobrepeso
366,30,Male,Sweden,4.2,394.3,7.9,Good,3,30.9,Low,12.6,1,Healthcare,1,0,Joven,Obesidad
367,37,Male,India,4.0,382.7,6.2,Good,3,21.0,Low,8.1,1,Other,0,0,Adulto,Peso saludable
368,35,Female,UK,0.0,0.0,6.8,Good,3,25.4,Low,13.6,1,Student,1,0,Joven,Sobrepeso
369,36,Female,Japan,3.6,337.5,7.0,Good,3,25.2,Low,14.0,1,Healthcare,0,0,Adulto,Sobrepeso
370,25,Male,Italy,4.4,420.0,7.0,Good,3,19.2,Low,3.7,1,Office,0,0,Joven,Peso saludable
371,35,Female,France,0.7,71.1,4.0,Poor,1,24.7,High,14.7,3,Office,0,0,Joven,Peso saludable
372,40,Female,Canada,0.5,50.3,5.5,Fair,2,23.9,Medium,14.8,2,Other,0,1,Adulto,Peso saludable
373,52,Male,Australia,2.8,267.1,6.9,Good,3,22.8,Low,1.0,1,Healthcare,1,1,Adulto,Peso saludable
374,46,Female,Switzerland,4.9,462.5,8.2,Excellent,4,30.2,Low,0.0,1,Office,1,0,Adulto,Obesidad
375,60,Female,Sweden,0.9,82.5,5.1,Fair,2,22.9,Medium,0.9,2,Service,1,0,Mayor,Peso saludable
376,25,Female,India,0.1,12.7,6.3,Good,3,21.0,Low,5.2,1,Office,0,1,Joven,Peso saludable
377,45,Male,Germany,1.8,172.9,7.0,Good,3,27.3,Low,12.1,1,Healthcare,1,0,Adulto,Sobrepeso
378,37,Female,Belgium,1.6,153.0,5.6,Fair,2,25.7,Medium,7.6,2,Other,0,0,Adulto,Sobrepeso
379,61,Male,Mexico,0.0,0.0,7.6,Good,3,24.9,Low,4.4,1,Office,1,1,Mayor,Peso saludable
380,25,Female,Germany,1.6,154.3,7.6,Good,3,27.4,Low,0.8,1,Other,0,0,Joven,Sobrepeso
381,24,Other,Finland,3.0,287.2,7.1,Good,3,24.1,Low,5.9,1,Service,0,0,Joven,Peso saludable
382,27,Female,Sweden,5.3,502.0,6.4,Good,3,23.3,Low,0.5,1,Office,1,1,Joven,Peso saludable
383,18,Female,Spain,3.3,317.5,5.3,Fair,2,21.6,Medium,2.6,2,Other,0,0,Joven,Peso saludable
384,28,Male,Australia,3.7,352.4,6.1,Good,3,28.0,Low,13.2,1,Office,0,1,Joven,Sobrepeso
385,25,Other,Brazil,0.9,82.4,8.4,Excellent,4,30.3,Low,11.4,1,Office,0,0,Joven,Obesidad
386,36,Female,Australia,2.4,224.0,7.1,Good,3,33.9,Low,14.9,1,Healthcare,0,1,Adulto,Obesidad
387,39,Male,Switzerland,2.2,206.1,3.9,Poor,1,27.3,High,13.4,3,Healthcare,0,0,Adulto,Sobrepeso
388,57,Female,Italy,3.0,283.9,7.5,Good,3,31.7,Low,12.8,1,Student,0,0,Mayor,Obesidad
389,46,Male,China,3.4,322.5,7.0,Good,3,22.0,Low,2.6,1,Healthcare,0,0,Adulto,Peso saludable
390,28,Male,Sweden,3.9,373.3,6.0,Fair,2,21.0,Medium,9.7,2,Healthcare,1,0,Joven,Peso saludable
391,24,Female,Netherlands,2.5,242.0,6.4,Good,3,19.8,Low,9.0,1,Student,0,1,Joven,Peso saludable
392,40,Male,South Korea,1.7,163.0,6.0,Good,3,24.6,Low,13.8,1,Student,1,1,Adulto,Peso saludable
393,19,Female,Australia,4.3,411.9,6.4,Good,3,23.2,Low,11.7,1,Office,0,0,Joven,Peso saludable
394,56,Male,China,3.6,340.8,6.5,Good,3,31.3,Low,11.6,1,Office,0,0,Mayor,Obesidad
395,49,Male,USA,3.4,325.6,6.2,Good,3,23.0,Low,4.9,1,Office,0,0,Adulto,Peso saludable
396,29,Female,Norway,2.4,231.9,6.9,Good,3,23.3,Low,1.9,1,Healthcare,0,1,Joven,Peso saludable
397,18,Male,China,4.3,410.8,6.2,Good,3,27.9,Low,5.5,1,Other,1,0,Joven,Sobrepeso
398,51,Female,Switzerland,0.6,58.4,8.1,Excellent,4,29.0,Low,3.1,1,Other,0,0,Adulto,Sobrepeso
399,33,Female,India,3.8,364.8,7.4,Good,3,26.7,Low,10.9,1,Healthcare,1,0,Joven,Sobrepeso
400,49,Female,Belgium,3.8,364.0,4.8,Poor,1,27.7,High,6.9,3,Service,0,0,Adulto,Sobrepeso
401,18,Female,Netherlands,1.1,109.1,7.3,Good,3,27.7,Low,3.5,1,Office,0,0,Joven,Sobrepeso
402,27,Female,Mexico,1.5,140.5,6.4,Good,3,32.5,Low,9.9,1,Healthcare,0,0,Joven,Obesidad
403,35,Male,Germany,0.6,54.4,5.8,Fair,2,17.1,Medium,1.0,2,Service,1,0,Joven,Bajo peso
404,35,Female,Japan,3.3,310.2,6.9,Good,3,22.0,Low,13.8,1,Office,0,1,Joven,Peso saludable
405,29,Male,Canada,0.0,0.0,7.5,Good,3,30.7,Low,8.7,1,Student,0,1,Joven,Obesidad
406,42,Female,China,2.8,269.3,9.9,Excellent,4,24.2,Low,6.9,1,Healthcare,0,0,Adulto,Peso saludable
407,22,Female,Australia,1.4,128.7,4.1,Poor,1,27.5,High,3.7,3,Service,1,0,Joven,Sobrepeso
408,33,Female,Netherlands,1.0,97.2,6.3,Good,3,15.0,Low,8.2,1,Other,0,1,Joven,Bajo peso
409,36,Female,Netherlands,0.0,0.0,10.0,Excellent,4,21.5,Low,4.3,1,Healthcare,0,0,Adulto,Peso saludable
410,41,Female,Brazil,1.2,111.2,5.9,Fair,2,17.1,Medium,5.9,2,Other,0,0,Adulto,Bajo peso
411,43,Female,Australia,4.6,441.2,6.7,Good,3,21.6,Low,13.3,1,Service,0,1,Adulto,Peso saludable
412,21,Female,Germany,1.4,135.0,7.0,Good,3,23.0,Low,2.9,1,Healthcare,1,0,Joven,Peso saludable
413,18,Male,Australia,3.1,297.3,6.6,Good,3,25.5,Low,5.2,1,Healthcare,1,0,Joven,Sobrepeso
414,50,Male,Brazil,0.9,82.0,6.2,Good,3,29.6,Low,9.8,1,Healthcare,1,0,Adulto,Sobrepeso
415,38,Male,Switzerland,4.0,383.7,5.8,Fair,2,27.2,Medium,10.9,2,Healthcare,0,0,Adulto,Sobrepeso
416,26,Female,Norway,3.4,323.7,6.9,Good,3,26.8,Low,1.7,1,Student,0,0,Joven,Sobrepeso
417,53,Male,South Korea,2.2,205.0,6.4,Good,3,22.4,Low,14.0,1,Healthcare,0,0,Adulto,Peso saludable
418,36,Male,USA,2.8,270.5,6.9,Good,3,19.5,Low,0.4,1,Service,0,0,Adulto,Peso saludable
419,49,Male,Australia,3.0,282.8,7.1,Good,3,23.7,Low,1.0,1,Service,0,1,Adulto,Peso saludable
420,35,Female,Brazil,1.0,94.9,8.0,Excellent,4,20.9,Low,11.4,1,Student,0,1,Joven,Peso saludable
421,59,Female,India,1.3,121.6,8.1,Excellent,4,20.5,Low,11.6,1,Healthcare,0,0,Mayor,Peso saludable
422,56,Male,Switzerland,3.9,368.3,6.6,Good,3,18.4,Low,10.0,1,Healthcare,0,1,Mayor,Bajo peso
423,32,Male,China,4.8,457.9,4.9,Poor,1,24.4,High,7.8,3,Office,1,0,Joven,Peso saludable
424,46,Male,Finland,2.7,258.4,8.1,Excellent,4,24.8,Low,4.3,1,Office,0,0,Adulto,Peso saludable
425,42,Male,India,3.5,336.2,6.9,Good,3,29.0,Low,12.6,1,Other,0,0,Adulto,Sobrepeso
426,51,Male,Canada,4.3,409.1,7.4,Good,3,29.2,Low,10.5,1,Student,0,0,Adulto,Sobrepeso
427,23,Female,Mexico,2.0,191.2,7.3,Good,3,26.7,Low,14.5,1,Office,0,1,Joven,Sobrepeso
428,43,Other,Canada,2.4,226.6,6.4,Good,3,35.5,Low,6.8,1,Service,1,1,Adulto,Obesidad
429,47,Male,Switzerland,3.6,339.3,6.1,Good,3,21.7,Low,7.1,1,Service,0,0,Adulto,Peso saludable
430,18,Male,Italy,5.8,548.6,8.1,Excellent,4,22.8,Low,11.9,1,Service,0,0,Joven,Peso saludable
431,20,Male,Finland,3.6,344.3,6.6,Good,3,23.3,Low,14.9,1,Student,0,0,Joven,Peso saludable
432,18,Male,Japan,3.0,280.8,6.5,Good,3,23.1,Low,13.4,1,Service,0,0,Joven,Peso saludable
433,31,Male,Norway,1.6,153.8,5.8,Fair,2,17.6,Medium,4.5,2,Office,0,1,Joven,Bajo peso
434,43,Male,Norway,2.4,229.2,6.4,Good,3,21.8,Low,14.3,1,Office,0,0,Adulto,Peso saludable
435,53,Male,Spain,3.5,335.5,7.7,Good,3,25.8,Low,3.0,1,Other,0,0,Adulto,Sobrepeso
436,35,Female,UK,3.4,320.3,6.6,Good,3,28.6,Low,6.3,1,Other,0,1,Joven,Sobrepeso
437,54,Female,India,1.6,152.1,8.4,Excellent,4,19.0,Low,13.3,1,Student,0,0,Adulto,Peso saludable
438,18,Female,Norway,4.5,424.2,6.8,Good,3,19.5,Low,4.7,1,Other,1,1,Joven,Peso saludable
439,18,Male,Italy,4.5,424.3,6.5,Good,3,20.3,Low,5.3,1,Student,0,0,Joven,Peso saludable
440,34,Female,Japan,2.3,221.7,6.2,Good,3,26.1,Low,14.9,1,Healthcare,1,1,Joven,Sobrepeso
441,39,Female,South Korea,2.9,277.4,6.7,Good,3,20.4,Low,6.8,1,Other,0,0,Adulto,Peso saludable
442,34,Male,Belgium,1.5,146.2,5.8,Fair,2,18.7,Medium,14.2,2,Student,0,0,Joven,Peso saludable
443,18,Male,Norway,1.3,122.3,7.6,Good,3,18.6,Low,4.1,1,Office,0,1,Joven,Peso saludable
444,33,Female,Germany,3.0,287.0,6.5,Good,3,23.2,Low,7.5,1,Other,0,0,Joven,Peso saludable
445,19,Male,Norway,1.3,126.3,6.6,Good,3,24.2,Low,5.7,1,Other,0,0,Joven,Peso saludable
446,43,Male,Norway,3.5,329.9,6.2,Good,3,27.5,Low,8.5,1,Student,0,1,Adulto,Sobrepeso
447,39,Female,Japan,1.9,180.9,7.6,Good,3,27.0,Low,13.5,1,Healthcare,0,0,Adulto,Sobrepeso
448,23,Female,France,4.1,387.1,5.7,Fair,2,28.5,Medium,14.9,2,Other,0,0,Joven,Sobrepeso
449,28,Male,France,2.4,225.3,7.9,Good,3,24.1,Low,7.5,1,Student,0,1,Joven,Peso saludable
450,22,Female,UK,0.0,0.0,6.5,Good,3,20.8,Low,2.6,1,Healthcare,0,0,Joven,Peso saludable
451,34,Female,USA,1.9,184.5,7.5,Good,3,25.3,Low,0.8,1,Student,0,0,Joven,Sobrepeso
452,46,Male,Norway,2.7,252.7,6.1,Good,3,19.0,Low,2.4,1,Healthcare,0,0,Adulto,Peso saludable
453,23,Female,Netherlands,0.0,0.0,6.4,Good,3,26.1,Low,11.2,1,Service,1,1,Joven,Sobrepeso
